index,URL,Title,Author,Year,Topic,Subtopic_1,Subtopic_2,Goal_Primary,Goal_Secondary,User,COVID19,Media Mix,Interactive,Method,Tool,Picture,Link,Picture_name,Context: Online,Context: Offline,Sonification_Art_Blog,Link_to_Sonification_Art_Blog,Link to news,Preview of the sonification on website,Thumbnail Image,Link to explanation,Description
,5000Exoplanets,5000 Exoplanets,"NASA/JPL-Caltech/SYSTEM Sounds (M. Russo, A. Santaguida)",2022,Physical Sciences,Astronomy,,Public Engagement,,General Public,,DataViz,,Parameter Mapping,,,https://exoplanets.nasa.gov/resources/2322/5000-exoplanets-listen-to-the-sounds-of-discovery-nasa-data-sonification/,nasaexoplanet,,,,,,,,,
,HeartbeatStars,Heartbeat Stars,SYSTEM Sounds,2022,Physical Sciences,Astronomy,,Public Engagement,,General Public,,DataViz,,Parameter Mapping,,,https://www.system-sounds.com/heartbeat-stars/,HeartbeatStars,,,,,,,,,
,TotalMoney,Total Money Transacted via UPI in India,Ashris,2022,Finance,,,Public Engagement,,General Public,,DataViz,,Parameter Mapping,,n,https://twitter.com/indiainpixels/status/1513836619039535104,,,,,,,,,,
,Entity,Entity,Charlotte Roe,2021,Social Media,,,Art,,General Public,,DataViz,,Parameter Mapping,,n,https://charlotteroe.space/entity-2021/,,,,,,,,,,
,SoundComplexData,Using sound to extract meaning from complex data,Carla Scaletti and Alan Craig,1991,Physical Sciences,,,Research,,Domain Experts,,DataViz,,Parameter Mapping,,n,https://vimeo.com/221025002,,,,,,,,,,
,BlackHoleSound,Black Hole Sound,"NASA/CXC/SAO/K.Arcand, SYSTEM Sounds (M. Russo, A. Santaguida)",2022,Physical Sciences,Astronomy,,Public Engagement,,General Public,,DataViz,,Audification,,,https://chandra.si.edu/photo/2022/sonify5/animations.html,chandra,,,,,,,,,
,SonificationImage1,Sonification Image 1,Gerard Paresys,2012,Physical Sciences,Physics,,Research,,General Public,,DataViz,,Parameter Mapping,,,http://gerard.paresys.free.fr/Theme/Theme2.html,gerard,,,,,,,,,
,DegenBlues,Degen Blues,Andy Szybalski & Stephen Chau,2022,Finance,,,Art,,General Public,,DataViz,,Parameter Mapping,,,http://degenblues.xyz,degenblues,,,,,,,,,
,PublicTransportData,Sonification of the public transport data,Max Alyokhin,2021,Mobility,,,Art,,General Public,,DataViz,,Parameter Mapping,,n,https://orchestra.stranno.su/,,,,,,,,,,
,TalkativeMen,Talkative Men – The Gender Differenc in the Zurich Cantonal Council,Simon Huwiler,2022,Social Equality,,,Art,,General Public,,DataViz,,Audification,,,https://www.youtube.com/watch?v=RhDcTuwuAq8,talkativeMen,,,,,,,,,
,MassExtinctionMagnitude,Mass Extinction Magnitude Data Sonification,Barnas Monteith,2022,Physical Sciences,,,Public Engagement,,Domain Experts,,DataViz,,Parameter Mapping,,n,https://www.youtube.com/watch?v=OnGue7Nso5I,,,,,,,,,,
,OurSunkeepsbeating,Our Sun keeps beating while global temperatures are screaming,Kovi Rose,2022,Climate Change,,,Public Engagement,,General Public,,DataViz,,Parameter Mapping,,n,https://www.tiktok.com/@funfactscience/video/7113323031115631873?is_from_webapp=1&sender_device=pc&web_id=6905997937912153605,,,,,,,,,,
,SoundofSight,The Sound of Sight,Omar Shehata,2022,Physical Sciences,,,Research,,General Public,,DataViz,,Parameter Mapping,1,,https://omarshehata.itch.io/sound-of-sight,omarshehata,,,,,,,,,
,MimosaSonification,Mimosa Sonification,The Voice of Ygg,2022,Tool,,,Public Engagement,,General Public,,Artifact,,Parameter Mapping,1,n,https://archive.org/details/womens_day_2022_biodata_sonification_mimosa_ygg,,,,,,,,,,
,Wildfire,Wildfire,Jon Bellona,2019,Physical Sciences,,,Art,,General Public,,Sound,,Audification,,,https://www.jpbellona.com/work/wildfire/,wildfireInstallation,,,,,,,,,
,ASingingComet,A Singing Comet,Manuel Senfft and European Space Agenncy,2014,Physical Sciences,Astronomy,,Research,,Domain Experts,,Sound,,Audification,,n,https://soundcloud.com/esa/a-singing-comet,,,,,,,,,,
,ACometLife,A Comet's Life,Manuel Senfft & IGEP/TU Braunschweig,2016,Physical Sciences,Astronomy,,Research,,Domain Experts,,Sound,,Parameter Mapping,,n,https://soundcloud.com/tagirijus/a-comets-life,,,,,,,,,,
,EarthSongSolarStorm,Earth’s magnetic 'song' during a solar storm,Martin Archer and European Space Agency,2019,Physical Sciences,Astronomy,,Research,,Domain Experts,,Sound,,Audification,,n,https://soundcloud.com/esa/earths-magnetic-song-during-a-solar-storm,,,,,,,,,,
,EarthSongCalmSpace,Earth’s magnetic 'song' during calm space weather conditions,Martin Archer and European Space Agency,2019,Physical Sciences,Astronomy,,Research,,Domain Experts,,Sound,,Audification,,n,https://soundcloud.com/esa/earths-magnetic-song-during-calm-space-weather-conditions/,,,,,,,,,,
,VenusFlyby,Sound of a close Venus flyby,ISA and European Space Agency,2021,Physical Sciences,Astronomy,,Research,,Domain Experts,,Video,,Audification,,,https://www.youtube.com/watch?v=XX03-nYnigg,venusflyby,,,,,,,,,
,AccelerometerBepiColombo,Accelerometer data during BepiColombo’s Venus flyby,ISA and European Space Agency,2021,Physical Sciences,Astronomy,,Research,,Domain Experts,,Video,,Audification,,,https://www.youtube.com/watch?v=j_RJyaqLkuY,day20210810,,,,,,,,,
,AccelerometerBepiColombo,The sound of BepiColombo's Earth flyby (magnetometer measurements),MPO-MAG and European Space Agency,2020,Physical Sciences,Astronomy,,Research,,Domain Experts,,DataViz,,Audification,,,https://www.esa.int/ESA_Multimedia/Videos/2020/04/The_sound_of_BepiColombo_s_Earth_flyby,ESAInt,,,,,,,,,
,EarthFlyby,Earth within reach: Sound of BepiColombo Earth flyby,ISA and European Space Agency,2020,Physical Sciences,Astronomy,,Research,,Domain Experts,,Video,,Audification,,n,https://www.youtube.com/watch?v=oylrrglQoB0,,,,,,,,,,
,ApproachingEarth,Approaching Earth: Sound of BepiColombo Earth flyby (accelerometer measurements),ISA and European Space Agency,2020,Physical Sciences,Astronomy,,Research,,Domain Experts,,Video,,Audification,,n,https://www.youtube.com/watch?v=E6Cj62o_Umo,,,,,,,,,,
,EarthShadow,In Earth’s shadow: Sound of BepiColombo Earth flyby,ISA and European Space Agency,2020,Physical Sciences,Astronomy,,Research,,Domain Experts,,DataViz,,Audification,,n,https://www.youtube.com/watch?v=nDhg1cCLQxM,,,,,,,,,,
,PlanetaryFlyby,How a spacecraft ‘feels’ a planetary flyby,ISA and European Space Agency,2021,Physical Sciences,Astronomy,,Research,,Domain Experts,,DataViz,,Audification,,n,https://www.esa.int/ESA_Multimedia/Videos/2021/10/How_a_spacecraft_feels_a_planetary_flyby,,,,,,,,,,
,MercurySolarWind,Sound of the solar wind at Mercury,MPO-MAG and European Space Agency,2021,Physical Sciences,Astronomy,,Research,,Domain Experts,,DataViz,,Parameter Mapping,,n,https://www.youtube.com/watch?v=ZQAVXrlK0bs,,,,,,,,,,
,DigitalViolence,Digital Violence,"Forensic Architecture, Brian Eno",2021,Social Justice,,,Research,Public Engagement,General Public,,DataViz,,Parameter Mapping,,,https://www.digitalviolence.org/#/soundmachine,digitalviolence,,,,,,,,,
,WeatherMachine,Weather Machine,Matt McCorkle,2018,Climate Change,,,Research,,General Public,,GUI,,Parameter Mapping,,,https://weathermachine.info/,weatherMachine,,,,,,,,,
,InMemoriamCovid,In Memoriam: COVID in New Jersey,Adam Clark and Yan Wu,2022,Epidemiology,,,Public Engagement,Art,General Public,1,DataViz,,Parameter Mapping,,,https://projects.nj.com/memorial/,projectsNJ,,,,,,,,,
,AirQualityandAsteroid,Transforming Realtime Air Quality and Asteroid Data into MIDI,uisato,2022,Physical Sciences,,,Research,Art,General Public,,Video,,Parameter Mapping,,n,https://www.youtube.com/watch?v=NLmNGdSAPdA,,,,,,,,,,
,MedicalData,Sonification of Medical Data,Maria Mannone and Veronica Distefano,2022,Health,,,Research,,Domain Experts,,Sound,,Parameter Mapping,,n,https://dl.acm.org/doi/10.1145/3535508.3545102,,,,,,,,,,
,RoboticSwarm,Auditory Feedback of a Quantum-Driven Robotic Swarm,"M. Mannone, V. Seidita, A. Chella",2022,Robotics,,,Research,,Domain Experts,,Sound,,Parameter Mapping,,,https://ieeexplore.ieee.org/document/9900578,manno3-p6-manno-small,,,,,,,,,
,DNAGeometricStructure,Sonification of DNA geometric structure,Maria Mannone,2018,Life Sciences,Biology,,Research,Art,Domain Experts,,Sound,,Parameter Mapping,,n,https://soundcloud.com/maria-mannone/dna,,,,,,,,,,
,SoundingTides,Sounding Tides,"Erik Griswold, Rebecca Cunningham, Steve Berrick",2022,Climate Change,,,Public Engagement,Art,General Public,,Artifact,,Parameter Mapping,,n,https://www.clockedout.org/soundingtides,,,,,,,,,,
,Boom&Bust,Boom & Bust,Duncan Geere & Miriam Quick (Loud Numbers),2021,Finance,,,Public Engagement,Art,General Public,,Sound,,Parameter Mapping,,,https://anchor.fm/loudnumbers/episodes/Boom--Bust-e11v7u2,BoomBust,,,,,,,,,
,SymphonyofBureaucracy,A Symphony of Bureaucracy,Duncan Geere & Miriam Quick (Loud Numbers),2021,Politics,,,Public Engagement,Art,General Public,,Sound,,Parameter Mapping,,,https://anchor.fm/loudnumbers/episodes/A-Symphony-of-Bureaucracy-e131ap7,symphonyofbeurocracy,,,,,,,,,
,EndoftheRoad,The End of the Road,Duncan Geere & Miriam Quick (Loud Numbers),2021,Life Sciences,Biology,,Public Engagement,Art,General Public,,Sound,,Parameter Mapping,,,https://anchor.fm/loudnumbers/episodes/The-End-of-the-Road-e131bnl,endoftheroad,,,,,,,,,
,UK2022Heatwave,The UK's July 2022 Heatwave Turned Into Sound,Duncan Geere & Miriam Quick (Loud Numbers),2021,Climate Change,,,Public Engagement,Art,General Public,,DataViz,,Parameter Mapping,,n,https://www.youtube.com/watch?v=bWMkTiemeEk,,,,,,,,,,
,Thisisfine,Sonifriday: This is fine,Berit Kruse & Christian Basl ,2022,Climate Change,,,Public Engagement,,General Public,,DataViz,,Parameter Mapping,,n,https://www.instagram.com/reel/Ck04ryHqtfi/?igshid=YmMyMTA2M2Y%3D,,,,,,,,,,
,FloodoftheCentury,Sonifriday: Flood of the Century,"Berit Kruse, Christian Basl",2022,Climate Change,,,Public Engagement,,General Public,,DataViz,,Parameter Mapping,,n,https://www.instagram.com/reel/ClOu38nK_b-/?igshid=YmMyMTA2M2Y%3D,,,,,,,,,,
,Zooniverse,Listen to the Zooniverse ,Jim O’Donnell ,2016,Internet,,,Public Engagement,,General Public,,DataViz,,Parameter Mapping,,,https://listen.zooniverse.org,Listentozooniverse,,,,,,,,,"Listen to volunteer contributions to Zooniverse citizen science projects. Each new classification generates a short note. Discussion comments are broad, swelling tones."
,G4ViD,G4ViD - Geology for the Visually Impaired and the Disabled,University of Patras,2020,Earth Science,,,Accessibility,Education,General Public,,Sound,1,Parameter Mapping,1,,https://www.g4vid.eu/,g4vid,,,,,,,,,"G4ViD is a project that aims to provide students and educators, with special emphasis on the disabled and the visually impaired, the opportunity to enjoy the experience of Geoparks and introduce them to the Earth Sciences. The project also aims to provide the educational tools (maps and interactive audio-visual content) that will be developed for a remote understanding of the Geoparks for schools, teachers, and students as well as easier navigation for people with disabilities in real visits. Our main task in this project is to develop two applications and one interactive website related to Geology and Geoparks for the visually impaired and the disabled, as well as the general public. The first application will transform images and geological evidence such as fossils, rocks or petrified trees into sound. When this happens a visually impaired person can touch a touchscreen and “feel” according to the sound changes the shape of the fossil or geological evidence. The second application refers to a mapping and navigation application with special features for the disabled and the visually impaired. With this mapping application, a visitor in a Geopark can be assisted in their path, especially one with a disability. This route can then be available to other visitors either they visit the Geopark, or through the interactive website."
,CosmicCliffsNebula,Cosmic Cliffs in the Carina Nebula Sonifications,"NASA, ESA, CSA, STScI, Kimberly Arcand (CXC, SAO), Matt Russo (SYSTEM Sounds), Andrew Santaguida (SYSTEM Sounds), Quyen Hart (STScI), Claire Blome (STScI), Christine Male",2022,Physical Sciences,Astronomy,,Public Engagement,,General Public,,DataViz,,Parameter Mapping,,,https://webbtelescope.org/contents/media/videos/2022/040/01GA9363QVSRFMTE0FYKHREHCG,CosmicCliffs,,,,,,,,,
,SouthernRingNebula,Southern Ring Nebula Sonifications,"NASA, ESA, CSA, STScI, Kimberly Arcand (CXC, SAO), Matt Russo (SYSTEM Sounds), Andrew Santaguida (SYSTEM Sounds), Quyen Hart (STScI), Claire Blome (STScI), Christine Malec",2022,Physical Sciences,Astronomy,,Public Engagement,,General Public,,DataViz,,Parameter Mapping,,n,https://webbtelescope.org/contents/media/videos/2022/040/01GA95N5KXVVMB7DTNE68QCQR4,SouthernRing,,,,,,,,,
,Exoplanet WASP96b,Exoplanet WASP-96 b Sonification,"NASA, ESA, CSA, STScI, Kimberly Arcand (CXC, SAO), Matt Russo (SYSTEM Sounds), Andrew Santaguida (SYSTEM Sounds), Quyen Hart (STScI), Claire Blome (STScI), Christine Malec",2022,Physical Sciences,Astronomy,,Public Engagement,,General Public,,DataViz,,Parameter Mapping,,n,https://webbtelescope.org/contents/media/videos/2022/040/01GA960MD71VJ5ZE3EDFRT72NE,,,,,,,,,,
,SpaceJam,NASA'S Space Jam,"NASA/CXC/SAO/K. Arcand/A. Jubett/K. DiVona, SYSTEM Sounds (M.Russo, A. Santaguida)v",2022,Physical Sciences,Astronomy,,Education,Art,General Public,,GUI,1,Parameter Mapping,1,,https://chandra.si.edu/sound/code/,SpaceJam,,,,,,,,,A block-style coding activity allowing users to create music with real and imagined planetary systems. 
,Pulse,Pulse (25 years of ocean tides),Antonio della Marina,2015,Earth Science,,,Art,,General Public,,Sound,,Audification,,,http://www.antoniodellamarina.com/www2/soundworks/PULSE.html,Pulse,,,,,,,,,
,HydrologicalSoundscapes,Hydrological Soundscapes,Ivan Horner and Benjamin Renard,2023,Earth Science,Geography,Hydrology,Education,Public Engagement,General Public,,GUI,1,Parameter Mapping,,,https://hydrologicalsoundscapes.github.io/,HydrologicalSoundscape,,,,,,,,,An interactive web app to explore the diversity of river hydrological regimes in the world
,PostcardfromAntarctica,A postcard from Antarctica,Benjamin Renard,2022,Earth Science,Geography,Hydrology,Education,Public Engagement,General Public,,Video,,Parameter Mapping,,,https://vimeo.com/653705727,Antarctica,,,,,,,,https://globxblog.github.io/blog/antarctica/,Weather in the McMurdo dry valleys and streamflow of the Onyx river
,HiddenClimateIndices,Hidden Climate Indices,Benjamin Renard and Chloé Le Bescond,2021,Earth Science,Geography,Hydrology,Education,Public Engagement,General Public,,DataViz,,Parameter Mapping,,,https://vimeo.com/600898709,HiddenClimateIndices,,,,,,,,https://globxblog.github.io/blog/hci/, What’s behind hot-and-dry Australian summers 
,RhythmofFlood,The rhythm of flood occurrences,Benjamin Renard ,2022,Earth Science,Geography,Hydrology,Education,Public Engagement,General Public,,DataViz,,Parameter Mapping,,,https://vimeo.com/653714131,rhythmofflood,,,,,,,,https://globxblog.github.io/blog/rhythm-of-flood-occurrences/,"Unlike what the name might suggest, 10-year floods do not occur every 10 years! This video explores their rhythm."
,SonificationImage2,Sonification Image 2,Gerard Paresys,2012,Art,,,Art,,Domain Experts,,GUI,1,Parameter Mapping,1,,http://gerard.paresys.free.fr/Theme/Theme4.html,SonificationImage,,,,,,,,,"This is an extension to the Astronify* software (https://astronify.readthedocs.io/en/latest/) to allow the sonification of a spatially distributed dataset. In particular, this code was developed as a master project from Durham University to sonify muon images from the VERITAS Array."
,MuonicandNonMuonic,Sonification of Muonic and Non Muonic Events,Valentina Sulis,2022,Physical Sciences,Astronomy,,Accessibility,Education,Domain Experts,,GUI,1,Parameter Mapping,1,n,https://github.com/sulis5357/muonsonification/blob/main/README.md,,,,,,,,,,
,SODA,SODA: SOnification of DAta for Learning Analytics,Eric Sanchez & André Cibils - LIP/TECFA University of Geneva,2022,Humanities,,,Education,,Domain Experts,,GUI,1,Parameter Mapping,1,n,https://github.com/AndreCI/Soda4LA#readme,,,,,,,,,https://www.lip-unige.ch/2023/02/19/soda-sonification-of-data-for-learning-analytics/,Open source application to sonify learning analytics data based on users preference. Designed to be used as a data exploration tool.
,GeoMagneticStorm,Geo Magnetic Storm,Konstantinos Vasilakos,2016,Earth Science,Geography,,Art,,General Public,,Sound,,Audification,,n,https://soundcloud.com/kostantinos-vasilakos/magneticstorm-snippet01-19-200516?in=kostantinos-vasilakos/sets/cosmosonics,,,,,,,,,,Snippet was created with geomagnetic storm data recorded from magnetometers from the Canadian Array for Realtime Investigations of Magnetic Activity.
,MansWorld,Soni Friday: This is a man's world (almost),"Berit Kruse, Christian Basl",2023,Social Equality,Art,,Public Engagement,Art,General Public,,Image,,Audification,,,https://www.instagram.com/reel/CnXHir5qN5Y/?igshid=YmMyMTA2M2Y%3D,manworld,,,,,,,,,"According to a data analysis from “Der Spiegel” (2019), women in the German Bundesteag have had a speaking share of 30 per cent. But it depends in which party they are in. For the sonification, we wanted to know: What would a compressed session of the Bundestag sound like in terms of the distribution of speeches between men and women? Therefore, we recorded more than 30 samples of speeches from all parties and both genders. For the sound, we distributed the samples according to the proportion of speeches - men in the left headphone, women in the right."
,StairwaytoHelheim,Stairway to Helheim,Permagnus Lindborg,2021,Earth Science,,,Art,,General Public,,Sound,,Parameter Mapping,,n,http://soundislands.com/10/stairway-to-helheim/,,,,,,,,,,
,Ingenmannsland,Ingenmannsland,Frank Ekeberg,2021,Climate Change,,,Art,,General Public,,Sound,,Parameter Mapping,,n,https://www.frankekeberg.no/#/installations/,,,,,,,,,,
,76,76,Enrico Dorigattti,2021,Climate Change,,,Art,,General Public,,DataViz,,Parameter Mapping,,n,https://youtu.be/wJ5Gjm5vQ9U?list=PL7hfCldhxhbTZylHvNstUxKgYuByPAo2m,,,,,,,,,,
,ExtremeWeatherinThreeMovements,Extreme Weather in Three Movements,Andras Blazsek,2021,Earth Science,,,Art,,General Public,,Sound,,Parameter Mapping,,n,https://soundcloud.com/user-763903752/sets/andras-blazsek-extreme-weather-in-three-movements?utm_source=clipboard&utm_campaign=wtshare&utm_medium=widget&utm_content=https%253A%252F%252Fsoundcloud.com%252Fuser-763903752%252Fsets%252Fandras-blazsek-extreme-weather-in-three-movements,,,,,,,,,,
,AtmosActions,AtmosActions,"Hiromi Okumura, Valerie Williams, Jenn Kirby, Thomas B Jobson and Joseph Vaughan",2021,Climate Change,,,Public Engagement,,General Public,,DataViz,,Parameter Mapping,,,https://vimeo.com/677069987/d2c7c20d7e,AtmosActions,,,,,,,,,
,TheWeepofTrees,The Weep of Trees,Band of Weeds,2019,Life Sciences,,,Art,,General Public,,Video,,Parameter Mapping,,n,http://www.hermannikeko.net/kasvihyytialatone,,,,,,,,,,
,WaitingfortheExtinction,Waiting for the Extinction :-(,Band of Weeds,2020,Climate Change,,,Art,,General Public,,Video,,Parameter Mapping,,n,https://vimeo.com/311703420,,,,,,,,,,
,HKOhottemprainsea,HKO_hot_temp_rain_sea_1884-2021_20220225,Renik Bell and Moon Hung,2022,Climate Change,,,Art,,General Public,,DataViz,,Parameter Mapping,,n,https://youtu.be/onB8id8mxMM,,,,,,,,,,
,LW24,LW24,Permagnus Lindborg,2015,Climate Change,,,Art,,General Public,,Sound,,Parameter Mapping,,n,https://vimeo.com/272069085,,,,,,,,,,
,AQuantumSoundscape,A Quantum Soundscape,"Viola Gatti Roaf, Cecilia Blencowe, and Miles Blencowe",2021,Physical Sciences,Physics,,Research,,Domain Experts,,DataViz,,Audification,,n,https://www.youtube.com/watch?v=etF3eNYNAi4,,,,,,,,,,"A soundscape created by Viola Gatti Roaf, Cecilia Blencowe, and Miles Blencowe. Data from several experiments converted into sound by either speeding up or slowing down the signals so as to be within the audio frequency range.
0:00 ""Cooling Down""
0:43 ""Nanobells""
2:47 ""Phonon Ricochet""
3:02 ""Liquid Phonons""
3:27 ""Laser Photons""
3:55 ""X-Ray Ballooning""
4:33 ""Magnetic Storm""
Data provided by the groups of Simon Gröblacher (Delft), Eddy Collin (Grenoble), Andrew Cleland (Chicago), Jack Harris (Yale), and Robyn Millan (Dartmouth). Supported by The Neukom Institute For Computational Science and The Women in Science Project at Dartmouth."
,AQuantumDrum,A Quantum Drum,Miles Blencowe,2022,Physical Sciences,Physics,,Research,,Domain Experts,,DataViz,,Audification,,n,https://youtu.be/JC4ApLhYMhw,,,,,,,,,,"Sonification of a 15 MHz, disc-like micromechanical resonator less than a tenth of a millimetre in diameter that is cooling down to below one thousandth of a Kelvin. The detected vibrations are caused by tiny, random thermal fluctuations and  the quantum Heisenberg uncertainty principle. In the sonification, you can hear the vibrating (ringing) drum suddenly changing in frequency and getting louder. This 'switching' event was caused by a short-lived warm-up of the resonator by a few thousandths of a Kelvin. By 'listening' instead of looking as we usually do at scientific data, we can sometimes discover short-lived signals, like this switching event.     

The sonified drum tone was chosen to closely match that of a beehive recording made on an early autumn day, 2020.

Experimental data and photos courtesy of Eddy Collin, Université Grenoble Alpes
Device image courtesy of Laure Mercier de Lépinay and Mika Sillanpää, Aalto University

For more information about the experiment, see:
https://doi.org/10.1038/s41467-021-26457-8"
,EveryGravitationalWave,Sonification of Every Gravitational Wave,"SYSTEM Sounds (M. Russo, A. Santaguida)",2023,Physical Sciences,Astronomy,,Public Engagement,,General Public,,DataViz,,Parameter Mapping,,,https://www.system-sounds.com/gravitational-waves/,EveryGravitationalWave,,,,,,,,,"Every confirmed gravitational wave detection to date is sonified with audification. The time between each is compressed so that 4.5 years takes only 1 minute 15 seconds.

The artist gave us permission to use the illustration here: 

https://www.ligo.caltech.edu/page/press-release-gw170104 

in case you'd like to use it as the thumbnail. Thanks!"
,Broadcast,Broadcast,Studio Tilt,2021,Mobility,,,Research,,General Public,,Sound,,Parameter Mapping,,,https://www.studiotilt.design/broadcast,Broadcast,,,,,,,,,"Broadcast is particularly focused on what we call ‘Imaginary Leaps’— the conceptualization of places and spaces that data venture to on their journey to and from the home. We argue that more abundant, playful, and imaginary encounters with home data might offer a site for reclaiming data for home dwellers. Broadcast uses sound as an analogy to interpret and imagine data’s travel. Specifically, the sounds focus on two aspects of data: how they travel, and where they go. Broadcast provokes people to imagine data’s volume, speed, intensity, and destinations.

Broadcast is one of the three artifacts in the Odd Intepreters family. View project details for Soft Fading and Data Bakery.
Broadcast tunes into Alexa’s data traffic activity in and out of the home, and interprets the data’s travel into imaginative sounds. 
Broadcast is comprised of a raspberry pi microcontroller, a small speaker, and a rotary encoder attached to the blue resin sphere. Early on in the process, we were drawn towards the idea of a dial so that people could ‘tune into’ data. When we originally proposed this concept, we had imagined that data were sent and received only when interacting with Alexa via voice. We were under the impression that Alexa is only active once her wake word is spoken. However, to our surprise, Broadcast showed that the Amazon Echo device is constantly sending and receiving data: it is checking if it is still online, if there are new updates, etc.We worked with a sound designer, Trevor White, to create 14 soundclips that could represent the modes in which data travel in and out of the home. These sounds are inspired by physical places data travel (e.g. data centers) and how data travel (e.g. while in tubes or underwater).

These two categories of data’s journies, Data in Transit and Data at a Location, comprise Broadcast’s sound design. The ephemerality of Broadcast’s sound design and interaction is important to demonstrate how data are always moving, they are not in the home, but rather part of large meshes of mobile data.Publications

Audrey Desjardins, Jena McWhirter, Justin Petelka, Chandler Simon, Yuna Shin, Ruby K. Peven, and Philbert Widjaja. (2023). On the Making of Alternative Data Encounters: The Odd Interpreters. CHI'23 New York, ACM Press."
,LandMusic,Land Music,Nessun Dharma,2023,Epidemiology,,,Public Engagement,,General Public,1,Sound,,Parameter Mapping,,,https://www.nessundharma.com/landmusic,LandMusic,,,,,,,,,"Land Music is a territory-specific data-driven performance created for Bergamo Brescia Capitale Italiana della Cultura 2023. It consists in making all the bell towers present on the over 7,500km2 of territory simultaneously concerted; resulting in the spatially largest concert ever performed

At 8pm each bell tower rang and performed a number of strokes equal to the victims caused by the pandemic in the parishes and municipalities which the bell tower belongs to. This will create an ""extended concert"" which will symbolically unite the two provinces.

Land Music happened on March 18, 2023, the national day in memory of the victims of Covid."
,Requiem448,Requiem448,Nessun Dharma,2023,Epidemiology,,,Public Engagement,,General Public,1,DataViz,,Parameter Mapping,,,https://www.nessundharma.com/opera/requiem448,Requiem448,,,,,,,,,"Requiem448 is a multimedia work of generative art and data sonification based on the Covid-19 data from Bergamo and Brescia, created by Nessun Dharma.

It is numerically generated using the Istat database, which contains information about the Covid-19 victims in the provinces of Bergamo and Brescia. In the temporal development of the audiovisual flow, each second of the piece corresponds to a day, from January 1, 2020, to March 18, 2022, which marked the first celebration of the national day established in memory of the pandemic victims. The number of sound and visual events per second equals the number of deaths that day. The dramatic development of the work follows moments of high intensity caused by the so-called ""waves"" and moments of relative calm.

The aesthetics of Requiem448 combine polyrhythms of idiophone timbres with data visualization."
,Biokāu,Biokāu: Music Generated by Plants From San Luis Potosí ,"Jalil Cervantes aka ""Jaxcan""",2023,Climate Change,,,Public Engagement,,General Public,,Sound,,Parameter Mapping,,,https://www.youtube.com/channel/UCrTAyu6zl15Ounc6luYmo6A,Biokāu,,,,,,,,,"Jaxcan is an electronic artist based in San Luis Potosí, México, his work reflects on anthropocentrism and the environment, through music generated by circadian rhythms of endemic plants connected to synthesizers, generating a natural dialogue between plant and human. All species are included in the Semarnat NOM 059 of the Mexican government. The project tries to sensitize people about climate change."
,SolarSystemOrbitalData,Solar System Orbital data,Philip Bergstrom,2023,Physical Sciences,Astronomy,,Art,Education,General Public,,DataViz,1,Parameter Mapping,1,,https://github.com/phber/harmonices-mundi,SolarSystemOrbitalData,,,,,,,,,A sonification and visualization of planet orbits in the solar system which can be interacted with. The sonification was made for the purposes of art and education.
,CosmicHarmonies,Cosmic Harmonies: Sonifications From NASA Telescopes,"NASA/CXC/SAO/K.Arcand, SYSTEM Sounds (M. Russo, A. Santaguida)",2023,Physical Sciences,Astronomy,,Public Engagement,,General Public,,Video,,Parameter Mapping,,,https://chandra.si.edu/photo/2023/sonify7/,CosmicHarmonies,,,,,,,,,"Multi-wavelength image sonifications of R Aquaria, Stephan's Quintet, and the Sombrero Galaxy."
,SpidersSong,Spiders Song: The Music of Evolution (Phylogenetic Sonification),Future Ecologies,2023,Life Sciences,Biology,,Art,,General Public,,Video,,Parameter Mapping,,,https://www.youtube.com/watch?v=Z8c7rvGrNko,SpidersSong,,,,,,,,,"This is a sonification of phylogeny: the evolutionary relationships of a group of organisms. This example has been tailor made to a particular group, the paradise jumping spiders (genus Habronattus), but it is driven by a generative music system that may be adapted for any other tree of life — any group of species, or phylogenetic dataset. It is built in Max/MSP, plus a python script that converts Annotated Newick phylogenetic data into JSON, and released under a GNU-GPLv3 license.

Accompanying this sonification is a 2-part podcast, 96 minutes in total, featuring original music and sound design. Part 1 illustrates evolutionary dynamics as a metaphorical song and dance, exemplified in detail by jumping spiders: an astonishingly diverse group of spiders who literally sing and dance. Part 2 unpacks the practice of data sonification, introduces the newly released sonification system with its musical output, and discusses the role of beauty in science. That can be heard at https://www.futureecologies.net/listen/fe-5-1-spiders-song

The source code and details on the parameter mappings may be found at https://github.com/bowlneudel/spiders-song/ Can you hear the patterns of evolution? Data sonification, the sonic equivalent of data visualization, has found applications in many scientific fields, but never before in phylogenetics: the study of evolutionary relationships. This is the story of many related species expressed as music. 

This sonification system is intended as an experimental platform for evolutionary biologists to explore and communicate their data through sound, and for musicians to take inspiration from biodiversity. The patch is open source (GNU-GPLv3)Can you hear the patterns of evolution? Data sonification, the sonic equivalent of data visualization, has found applications in many scientific fields, but never before in phylogenetics: the study of evolutionary relationships. This is the story of many related species expressed as music. 

This sonification system is intended as an experimental platform for evolutionary biologists to explore and communicate their data through sound, and for musicians to take inspiration from biodiversity. The patch is open source (GNU-GPLv3)"
